,Control_0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,Control_21,Control_22,Control_23,Control_24,Control_25,Control_26,Control_27,Control_28,Control_29,Control_30,Control_31,Control_32,Control_33,Control_34,Control_35,Control_36,Control_37,Control_38,Control_39,Control_40,Control_41,Control_42,Control_43,Control_44,Control_45,Control_46,Control_47,Control_48,Control_49,AD_0,AD_1,AD_2,AD_3,AD_4,AD_5,AD_6,AD_7,AD_8,AD_9,AD_10,AD_11,AD_12,AD_13,AD_14,AD_15,AD_16,AD_17,AD_18,AD_19,AD_20,AD_21,AD_22,AD_23,AD_24,AD_25,AD_26,AD_27,AD_28,AD_29,AD_30,AD_31,AD_32,AD_33,AD_34,AD_35,AD_36,AD_37,AD_38,AD_39,AD_40,AD_41,AD_42,AD_43,AD_44,AD_45,AD_46,AD_47,AD_48,AD_49
AARS2,451.46421,453.3111812,453.1370583,451.8578192,452.0028864,451.9729585,452.9549907,454.0400404,451.7249783,452.8395996,451.5035079,453.2106067,452.5387577,453.5363147,454.0290785,452.8824266,451.1666733,452.4386976,454.496935,454.0270721,451.1776338,453.6101876,453.7124769,452.3465582,453.6398569,452.1823757,452.3081106,454.3455654,451.4826843,453.5287203,453.6406515,455.6060332,452.3374388,453.9297555,455.6027752,452.7559033,453.4907152,453.28297,454.3641445,449.8131666,454.04823,453.6642028,453.5072748,452.2132065,451.8646713,452.5336006,453.8576973,452.8510403,454.2489576,452.3414226,453.7262767,452.795751,452.1620681,452.6534748,452.851467,452.9649555,453.8237766,452.7018029,454.0360059,454.8096975,452.1879472,453.6430315,452.2931817,452.8200228,452.0709363,453.877142,452.2109284,454.5877724,453.48145,450.1086278,452.7384383,453.2539695,452.7601261,451.1992512,452.390682,452.2691073,453.9107076,451.5884028,454.1387615,453.3213018,452.7322763,452.198535,452.3056952,453.5309212,451.9271731,452.6537758,452.7080798,450.9235837,454.0124771,453.9611776,451.8807936,451.5757384,452.9940589,453.5772788,452.2234397,454.0155412,453.3993249,451.7748964,452.8071703,454.5794875
AASDH,443.0297284,440.7527233,442.6277558,441.3396475,440.7701199,442.2446994,440.404058,440.89362,441.4404577,441.4416813,443.6722772,440.0957004,443.808973,441.9393595,441.496966,443.3739593,442.5227428,444.3915917,442.4908193,440.4971035,442.4485175,439.9726872,442.5318923,442.557817,439.5399421,442.5796631,442.218089,441.3708932,441.706085,440.6478617,439.6092608,441.2026625,441.6971901,439.7394166,442.1452138,442.6808274,442.5572753,442.9438049,441.8009429,441.9537688,442.7583229,440.3181592,441.0996504,443.0898038,443.0458113,443.2095504,443.3566016,442.2102578,441.558847,441.872988,440.6676478,443.6271814,441.9774085,443.9172776,442.6378671,441.7857922,441.9853939,440.7916275,439.2093084,440.0646577,443.2021684,443.0194982,441.0096121,441.0208856,442.0816082,442.6207272,442.5009933,442.4199185,442.7961696,441.9793511,438.80913,442.5291452,442.9356392,442.1880677,440.8361751,442.3768289,440.848494,440.7630643,441.4472224,442.5717307,440.7381209,442.3543942,440.965966,443.1535103,442.1405069,441.7672112,444.4083205,441.8754651,444.162342,439.7446183,441.3427075,442.6620572,442.186512,443.3153581,442.0829574,439.7991021,440.908875,444.2518951,441.2826606,440.7283368
AASDHPPT,694.4340303,698.6914438,692.0274942,690.1520524,700.2290162,692.6994012,695.7834047,694.283023,693.6937729,696.8475114,697.1716482,690.4902214,698.83712,692.544915,689.5970524,697.0508304,692.6441567,692.3458104,690.3259153,696.715115,687.9407342,694.8885332,690.6311045,688.742815,695.6543411,690.1849188,700.6910595,692.2942687,695.6877413,692.1902283,693.1250857,692.1051737,698.3337845,693.2098088,691.2996306,700.2232926,691.9842146,695.0271535,700.7592695,694.6535323,688.4240957,697.6605489,692.714489,694.836564,690.6355588,691.0707564,694.1253279,698.0691339,689.521148,697.5562553,696.3762712,701.1826092,690.2545599,692.9020317,697.1994198,697.6233519,691.5795561,695.1237044,693.8824911,694.4823057,699.6997936,695.2852585,696.8876003,695.3890156,692.2867078,698.197421,691.5593427,692.1028137,701.2930958,696.2438186,691.517779,692.1970385,690.9737931,696.6830166,689.8669683,695.4820913,687.9343484,695.1549556,697.9932172,696.6239025,690.9405502,702.7304612,685.8773446,686.8440156,694.6379752,694.9350164,689.7265685,697.578802,688.859939,697.5445168,695.960665,698.4084496,694.2397253,690.2130646,692.3449942,691.8302731,696.5190478,694.7500272,688.5949354,691.4376421
AASS,110.0493977,110.1902963,109.881495,110.9564832,109.9308544,110.284945,110.5259918,110.2215662,110.1207297,109.6141951,109.6656751,111.2938281,109.3114347,110.3246395,110.6900367,109.4251306,110.737529,109.3784155,110.0638423,109.8077327,110.8757898,110.5168742,110.2399795,110.5935496,110.0981305,110.147804,109.3986325,110.0234874,109.7531593,110.8084671,110.8689854,109.953925,110.0081763,110.2407896,109.8441017,109.2203453,109.9362198,109.5171475,109.2509841,110.7731358,109.763594,110.0387719,109.737834,109.9242458,110.656274,109.8405195,109.5329564,109.6704525,110.3904906,109.6425257,109.8916992,108.6422508,110.2266693,109.8207918,109.2823369,109.844319,109.9936458,110.1618521,110.7240543,109.9122486,108.8851554,109.2979103,110.4088077,110.0988494,109.8952323,108.9255886,110.2647724,109.4049149,108.5876304,110.0940651,111.4148845,109.7893129,109.9861784,109.5027262,110.7671054,110.0112817,110.5694879,110.9434243,109.2364341,109.5953351,111.2581761,108.7856124,111.3581912,110.2749607,110.3331071,109.7763775,110.113306,110.3489037,109.7513184,110.0010398,110.0353235,109.456596,109.8186807,109.8531414,110.192567,110.1483714,110.0393087,109.7130631,111.0019498,110.7690502
AATF,544.313049,543.8709881,544.4724889,545.1256454,542.7996015,543.4768512,545.1117883,544.3333403,545.3537015,544.0453016,544.4472922,545.4010303,546.285992,544.0598353,545.5666948,545.2543356,543.9907983,546.247729,546.0488195,543.4541295,546.6710214,544.5793289,546.564909,545.1819187,543.6413075,545.1315232,544.5643161,545.837914,545.4002125,544.0611929,544.7206671,545.4657816,544.0205074,543.3479918,545.9137524,546.6442906,543.6601144,545.4901181,543.1249549,546.6464518,547.7375411,543.8991325,545.4398015,545.7932333,546.2468371,545.4108245,543.7499588,542.2450324,544.4790196,545.1103046,542.5534185,544.1329761,547.0864816,544.6880059,544.8226179,542.6812022,545.5246774,545.7984085,543.8330816,543.8646234,542.8003556,543.9898392,545.2733631,545.0660431,546.6598419,545.0956409,545.7905005,544.7354233,543.032864,546.6466104,543.8986758,543.2819842,545.7892966,544.8143832,542.8614894,546.3576801,544.6714347,544.0946293,543.2492581,546.0665883,546.092561,542.1882984,544.6022131,546.0418478,544.8175768,544.8945819,546.4493436,543.934209,546.8100115,543.9154546,543.7741583,543.9247147,543.4278523,544.4594201,544.7272327,545.4826429,542.9396035,545.6930645,543.9569127,546.1201844
ABAT,612.1327833,615.0425518,611.9660706,610.4939902,613.6204349,610.5079251,612.0449878,612.1080369,613.7795259,616.6418357,615.4480889,614.859925,611.9267752,615.333291,611.4569029,613.9010833,611.9706255,611.4872139,610.6842161,615.6136551,608.612478,615.3842986,610.4676909,613.3190211,614.9054092,613.5532299,615.6058951,611.2304044,613.6305377,610.159698,610.9433009,614.0904156,613.0110075,610.9251196,615.0655561,609.2048949,612.6854131,613.4308202,611.2099504,608.4041736,607.9258193,616.5811213,610.276137,608.1610263,612.3866388,614.4139139,613.9681534,616.5178202,611.1340325,611.2475519,616.1189785,615.9193758,610.6448003,612.7485355,612.1757768,613.0675431,612.1857692,613.3765049,615.0309866,613.7677191,611.2740537,612.4394777,612.4886615,614.3987407,612.174297,616.3776034,613.0571189,612.0649445,615.2373561,614.8507066,614.8567115,613.2488941,610.6892683,611.3300668,607.9466403,612.7833321,609.4869212,613.0508022,615.4777692,611.6586422,611.4145625,612.2751025,612.7107977,607.8966653,612.4195912,610.10309,608.4045445,613.0735166,611.0871673,608.1030214,615.1622904,612.5505631,613.0044996,609.6322857,612.3714587,612.0702674,616.1601052,615.1182217,610.9936447,610.115964
ABCA1,1780.852516,1798.544951,1792.351144,1790.926887,1797.992572,1811.604344,1818.370337,1807.806038,1785.329174,1801.208789,1794.734642,1811.529463,1795.753297,1790.498665,1809.946367,1777.600084,1824.443698,1791.412381,1816.314691,1798.416628,1806.042295,1837.991795,1813.930714,1785.672187,1813.864146,1800.540302,1794.40213,1827.857292,1792.739164,1827.502205,1816.40551,1816.728121,1799.432341,1797.090393,1808.893466,1804.66515,1781.696135,1791.304619,1813.775829,1818.221766,1800.855694,1821.574969,1810.697513,1810.092545,1825.393683,1775.152469,1790.768613,1782.039449,1825.31275,1820.860007,1788.88831,1786.188828,1794.594229,1808.52223,1798.941666,1823.269203,1809.376953,1785.934501,1812.831148,1831.019388,1795.163609,1786.385333,1816.831797,1820.698229,1807.274019,1791.239803,1776.666833,1787.287273,1784.231513,1798.674905,1818.807719,1806.949177,1800.698037,1812.825832,1804.942123,1841.800871,1813.980333,1823.048693,1798.479255,1803.96687,1832.776202,1828.3991,1794.488147,1809.643578,1824.077999,1796.777531,1815.075536,1818.154673,1804.829599,1815.012832,1793.374077,1791.121902,1802.82967,1797.9321,1803.628457,1818.625443,1785.67494,1798.916917,1808.645441,1804.282059
ABCA10,31.85294802,31.64012878,32.10723708,31.87213516,31.74740553,32.10319001,31.83402193,31.74904834,31.82469983,31.86214833,32.07823308,32.1127278,31.71726129,31.98437538,32.08137219,31.76900106,32.56653802,32.03518748,32.00882408,31.71105496,32.15770165,32.16373339,32.00751555,32.22958982,31.86410355,32.29849187,31.75570131,31.95149717,31.75111264,32.13052213,31.85471802,31.92176146,31.8087676,31.66177799,31.91594906,31.50267673,31.98970485,31.88723617,31.73961085,31.85368013,31.85076173,31.94327053,31.81188851,31.86578433,32.30764602,31.87144801,32.14220313,31.96249998,32.31440553,31.83759176,31.90152854,31.80401896,31.78717484,32.27476412,31.77385118,32.10339043,31.94642248,31.69609169,31.97330291,31.98060499,31.93103555,31.86414997,31.82451157,32.03642466,31.86870265,31.67194073,31.87131921,31.73804032,31.75226563,31.9095859,32.06963102,32.25949976,31.97325834,31.94775416,32.13598158,32.13390161,32.09030609,32.10145275,31.76465904,31.6926474,32.25226379,31.93865764,32.27757752,32.21206618,32.15929707,31.760978,32.28632022,32.09271245,32.06857963,31.50382445,31.97189207,31.75496331,32.10192555,32.12486659,32.0923826,31.8567653,31.84201373,32.19061954,32.22617187,31.78451996
ABCA12,148.364958,148.2151524,147.6315507,148.4931289,147.5017941,147.8896707,147.588201,148.127386,147.8103256,147.8361356,147.761167,148.1358357,147.5028771,148.6922534,147.8648525,148.1011059,146.9851448,147.45403,148.0056092,148.2201135,147.4943661,147.3459647,147.7632825,148.087733,147.6008221,147.301231,147.3729636,147.2098689,147.3332979,147.755806,147.7806931,147.9923206,147.8890061,148.2219035,148.3532412,146.9457142,148.3753557,147.678202,147.5745601,147.3371634,147.2443019,147.7145882,147.2544455,147.6721532,147.6562185,148.7690467,147.8414104,148.2746771,147.579898,147.089877,148.0917454,147.4450182,147.8785899,147.5913275,147.0020698,147.6276337,148.150605,147.5409042,147.791479,147.5516694,147.1645001,147.8329952,147.5250191,147.1647816,147.4558895,147.8257947,148.3379019,148.4344615,147.4534149,146.7287788,148.0611319,147.6737274,147.6941707,146.7010789,148.1597133,146.9418934,148.1372293,147.7702577,147.8791495,147.6020002,147.4843994,146.7229504,148.2812012,147.5733997,147.2854063,147.8261177,147.3362533,147.2211598,148.1780751,147.6434678,147.4703173,147.5280814,147.8943854,148.0286402,148.0023578,147.3538159,148.397024,147.7908833,148.5953505,147.9737016
ABCA13,8.96204674,8.994542525,8.736615695,9.013482291,9.027034768,8.893886925,8.955714194,8.944552659,9.013202993,8.936396684,8.798776259,8.816068362,8.877145552,8.795200894,8.753025708,8.828965157,8.649335227,8.775450507,8.7423453,8.953765569,8.901084441,8.783992405,8.781468319,8.734441237,8.954533935,8.74195845,8.928603011,8.842577297,9.083481437,8.792128348,8.941379457,8.742829529,8.930132127,9.046304778,8.718134001,9.018074934,8.776729177,8.802349574,8.826859112,9.140217286,8.852884267,8.857828541,8.968594706,8.905748444,8.757500128,8.898012226,8.621020964,8.792978268,8.642408256,8.974523981,8.838710301,8.818442453,9.026876169,8.662731166,8.94176208,8.789371482,8.8290813,8.994647783,8.857295409,8.825451624,8.842320995,8.804612901,8.983790608,8.861609522,9.0058336,8.893939811,8.907358327,8.866628604,8.830874816,9.06251351,8.953736046,8.700559396,8.87033864,9.003514426,8.873323729,8.831720041,8.819306972,8.91621143,8.882963047,8.925184629,8.758459271,8.922246297,8.815509628,8.707129925,8.838694071,8.966768905,8.648978347,8.923884696,8.696577951,9.091654284,8.929258363,9.021311171,8.770674927,8.705602466,8.838528967,8.958379675,8.873079994,8.707644792,8.78149057,8.850263207
ABCA2,795.3299575,788.6561964,801.7774107,800.8844698,791.6818032,796.8088649,794.9994237,792.91907,799.3604286,792.9174204,792.5409904,802.0744357,788.4132345,797.6637397,800.1244448,794.7446369,801.966765,796.3848501,797.7270577,793.6505378,802.9137637,797.6773305,797.312923,805.2076483,797.5281321,802.4160622,789.130938,793.3457289,793.0214086,800.8523469,799.3028659,795.9862475,793.7249206,799.2434871,794.057615,787.1914764,800.5638636,795.4457312,790.8644381,793.1179502,799.5538553,793.8840188,798.0779507,795.035817,796.1618348,798.5284715,798.3052597,795.8346958,803.9261028,791.0229176,798.8823337,789.424157,799.5150786,795.7812977,788.1954224,794.2571266,798.9373928,797.9520783,800.2491134,797.0618367,795.0883555,795.1136078,791.8792651,795.6964236,795.7628742,788.848587,800.3523666,797.3669993,791.4245292,792.1680802,801.1462907,800.1862444,796.0299485,793.6800813,809.3008889,790.902883,807.1345646,796.3596144,792.4091092,789.6682388,802.5219831,786.9481615,807.9891819,802.8133177,793.816544,799.5285589,798.0544996,791.8603525,797.2086597,793.9982917,796.3340017,789.64867,800.272107,802.0707215,802.4555874,800.3295557,797.6214881,795.5568487,807.4121179,798.4619622
ABCA3,1881.515508,1885.593262,1877.407971,1892.621063,1883.035953,1875.216735,1883.511761,1883.657311,1882.60562,1869.495263,1867.098922,1888.019351,1872.340966,1880.570608,1884.729359,1876.582997,1871.748631,1868.236566,1873.165153,1878.682123,1883.98613,1870.556934,1876.449115,1882.903189,1877.850113,1872.664594,1873.127381,1873.713577,1877.543196,1881.859326,1891.020501,1873.672046,1879.968093,1890.340849,1871.297088,1877.077081,1881.266413,1873.927838,1872.351496,1882.431638,1879.987979,1870.81921,1876.554069,1875.558838,1868.979974,1875.889267,1871.61835,1875.979226,1872.985523,1869.6185,1880.945106,1863.295199,1882.042245,1865.758582,1874.276653,1867.028604,1872.717269,1889.651006,1886.434096,1869.526844,1866.79088,1874.864366,1880.794041,1871.746342,1871.977066,1866.775111,1885.373537,1875.874659,1867.338299,1876.553736,1889.17693,1867.787619,1876.529198,1867.798705,1886.810876,1860.428269,1880.829132,1880.007771,1870.714707,1875.714421,1881.685047,1855.435097,1891.102832,1877.468071,1871.327412,1879.285711,1870.691634,1874.173296,1867.377301,1888.451506,1879.107835,1875.299799,1871.222604,1874.63819,1873.652247,1878.718594,1882.817285,1863.093948,1882.410154,1895.212892
ABCA4,25.03948393,25.17160591,25.56125015,24.82023968,25.20625575,25.56437605,25.33116139,25.41509415,25.35381135,26.10791899,25.66528205,25.39957877,25.22367675,25.55238208,25.36211529,25.30110068,25.61113429,25.64154827,25.84198729,25.83994749,25.03556975,26.28779409,25.5474628,25.32739969,26.03778347,25.83017494,25.5182966,25.89779035,25.46200126,25.53684036,25.19737698,26.14356044,25.26363639,25.37073786,26.14979388,25.05269589,25.43362409,25.58970225,25.71080925,24.79666169,25.40947905,26.19773554,25.81649163,25.22926093,25.73121508,25.60867361,25.77474853,25.62297847,26.08160761,25.75881028,25.73841043,25.91840276,25.31871215,25.84692388,25.45388477,26.05389348,25.95760213,25.03777221,25.65868472,26.47981124,25.76155012,25.57913738,25.27795722,25.96836944,25.80205277,26.06274206,25.0869501,25.82539457,25.92607978,25.28506863,25.52924029,26.15866904,25.45443466,25.81426864,25.34540428,26.17962898,25.82978107,25.4074632,26.10281122,25.38377172,25.45708671,26.38301588,25.22339597,25.50156587,25.66782439,25.44127497,25.43792685,25.40888372,25.9096118,25.18238405,25.51390911,25.31831614,25.94001321,25.64116113,25.79182282,26.01573897,25.53951937,25.86486289,25.58037942,24.83141587
ABCA5,141.8907148,141.4780487,140.4044382,141.1309429,141.9858741,141.2968401,141.2825805,140.0292546,141.6834091,141.6546075,143.0332872,141.4196377,141.7974206,140.9414568,139.9960322,141.370241,142.8702009,141.0365051,139.5537159,140.4382757,141.5193608,141.5179424,140.2282133,141.2515959,140.5926194,141.4398069,142.3660672,139.7686636,141.9362175,140.4018477,140.2248875,139.2328492,141.871747,139.1588411,139.4266875,141.0243151,140.097813,140.8705057,140.0863573,143.1980797,138.774027,141.5249088,139.6126442,141.1358012,142.4374175,141.0761983,140.4969987,141.7150825,139.7137213,141.515475,140.6541813,141.86638,140.7866339,141.5620703,140.9056016,141.4956479,140.1195224,141.0609066,140.5463125,139.7113216,141.2262503,140.1148541,142.0224494,141.6650769,141.3282696,140.8607089,141.2905365,138.931397,140.8886039,143.7127546,141.5191886,140.590367,140.579313,142.0006667,140.0058135,142.4359892,139.1491449,142.7207925,140.3397982,140.8453634,141.6523214,141.8608646,140.9373075,139.4276153,142.2884978,140.4820442,140.8405159,143.2591822,139.8958683,139.2916446,142.0608622,141.9552057,140.8870176,139.6499262,141.3834643,139.5753519,141.0674584,142.8499313,140.6289907,139.4228514
ABCA6,153.3097124,152.6792284,152.7514857,153.6100572,151.4909241,153.8808508,152.6785993,153.3737954,151.8627709,151.9245189,153.1600749,153.2876086,153.2684339,153.3030104,154.2063633,152.2322249,153.8343262,153.8321368,154.2945631,151.677419,154.5126102,152.3822063,154.4274602,153.4638472,151.2204882,153.2843549,151.8232178,154.1048905,152.3295247,153.3438025,152.643902,153.340653,152.1475692,151.7685931,154.11647,152.5921114,152.8825005,152.7204901,151.7741398,154.1252803,154.0590133,151.7750853,152.3283539,153.6255185,155.3292092,153.2051735,152.9299733,151.6082859,153.4932388,152.7347096,151.0058024,151.5226414,153.2220194,154.398324,153.2650448,152.5526997,153.1373749,151.6165232,151.8156089,152.0327393,151.2439749,152.6411896,153.0664122,152.459517,153.1969926,152.1276369,152.9567555,152.7248706,150.7561245,152.7880466,152.7081508,153.0231055,154.3063263,152.3229479,152.1444598,154.1136425,152.8353976,153.2397054,151.5250779,153.3924495,153.7407098,151.7251227,153.8094833,154.9121478,153.9852375,151.6717425,155.5637527,153.3483839,155.0715441,151.6605842,151.9831682,152.6394056,152.1886843,153.6507278,152.4378639,151.9325034,151.3706507,153.5830239,153.2010401,153.6884286
ABCA7,65.18375128,65.46939569,64.7830695,65.55780826,64.81304314,65.05651268,64.70221334,65.22314248,64.25491224,64.09751078,64.64882421,65.67612071,64.13277438,65.68333859,65.55266986,64.50491568,65.19362138,64.08289511,64.64065906,64.66349711,64.86662378,64.31230937,64.71662135,65.46304245,64.18345576,64.5826743,64.17702238,64.39970852,63.91658113,65.22955366,65.17522904,64.64914902,64.75616497,64.88888264,64.8878715,63.49662587,65.38988119,64.34492056,64.24872204,64.31328621,63.98115409,64.2947382,63.6132748,64.21667394,64.95535271,64.7066388,65.08926611,65.24855313,64.8096949,63.62787731,65.00286893,63.7008932,64.02365618,64.91241438,64.33819425,64.54916953,64.24678755,64.48980141,65.19522022,63.98878359,63.66371371,64.66046635,64.67451622,64.08391101,63.55788224,63.78995139,65.00849845,64.39511186,63.79250274,63.88224495,65.60699274,64.69509134,64.71875991,63.28771096,65.03445822,63.65003456,64.58609714,65.20181894,64.18567529,64.27024773,65.04601793,63.15064855,66.07486611,64.94273994,64.73620818,63.84568871,64.91034831,64.86066124,64.5313788,64.28257237,64.72458439,64.40287203,64.4775784,64.8693238,64.26502191,63.71540941,65.21405117,64.34786463,65.39479621,65.66426944
